"","Host","Amenity"
"5626",600,"Hair dryer"
"5627",600,"Essentials"
"5628",600,"Hangers"
"5629",600,"Heating"
"5630",600,"Washer"
"5631",600,"TV"
"5632",600,"Kitchen"
"5633",600,"Private entrance"
"5634",600,"Wireless Internet"
"5635",601,"Free parking on premise"
"5636",601,"Cable TV"
"5637",601,"Internet"
"5638",601,"Laptop friendly workspace"
"5639",601,"Hair dryer"
"5640",601,"Essentials"
"5641",601,"Hangers"
"5642",601,"Wheelchair accessible"
"5643",601,"Heating"
"5644",601,"TV"
"5645",601,"Kitchen"
"5646",601,"Private entrance"
"5647",601,"Wireless Internet"
"5648",601,"Baby bath"
"5649",601,"High chair"
"5650",602,"Cable TV"
"5651",602,"Internet"
"5652",602,"Laptop friendly workspace"
"5653",602,"Essentials"
"5654",602,"Hangers"
"5655",602,"Heating"
"5656",602,"TV"
"5657",602,"Kitchen"
"5658",602,"Private entrance"
"5659",602,"Wireless Internet"
"5660",603,"Internet"
"5661",603,"Laptop friendly workspace"
"5662",603,"Hair dryer"
"5663",603,"Essentials"
"5664",603,"Hangers"
"5665",603,"Heating"
"5666",603,"TV"
"5667",603,"Kitchen"
"5668",603,"Wireless Internet"
"5669",604,"Cable TV"
"5670",604,"Internet"
"5671",604,"Laptop friendly workspace"
"5672",604,"Hair dryer"
"5673",604,"Essentials"
"5674",604,"Heating"
"5675",604,"TV"
"5676",604,"Kitchen"
"5677",604,"Wireless Internet"
"5678",605,"Cable TV"
"5679",605,"Internet"
"5680",605,"Dryer"
"5681",605,"Laptop friendly workspace"
"5682",605,"Hair dryer"
"5683",605,"Iron"
"5684",605,"Suitable for events"
"5685",605,"Essentials"
"5686",605,"Hangers"
"5687",605,"Heating"
"5688",605,"Washer"
"5689",605,"TV"
"5690",605,"Kitchen"
"5691",605,"Wireless Internet"
"5692",606,"Internet"
"5693",606,"Hair dryer"
"5694",606,"Iron"
"5695",606,"Essentials"
"5696",606,"Hangers"
"5697",606,"Heating"
"5698",606,"Washer"
"5699",606,"TV"
"5700",606,"Kitchen"
"5701",606,"Wireless Internet"
"5702",607,"Internet"
"5703",607,"Essentials"
"5704",607,"Hangers"
"5705",607,"Heating"
"5706",607,"Kitchen"
"5707",607,"Wireless Internet"
"5708",608,"Cable TV"
"5709",608,"Internet"
"5710",608,"Laptop friendly workspace"
"5711",608,"Hair dryer"
"5712",608,"Essentials"
"5713",608,"Hangers"
"5714",608,"Heating"
"5715",608,"TV"
"5716",608,"Kitchen"
"5717",608,"Wireless Internet"
"5718",609,"Cable TV"
"5719",609,"Internet"
"5720",609,"Laptop friendly workspace"
"5721",609,"Essentials"
"5722",609,"Wheelchair accessible"
"5723",609,"Heating"
"5724",609,"Washer"
"5725",609,"TV"
"5726",609,"Kitchen"
"5727",609,"Wireless Internet"
"5728",610,"Internet"
"5729",610,"Iron"
"5730",610,"Essentials"
"5731",610,"Hangers"
"5732",610,"Heating"
"5733",610,"Washer"
"5734",610,"Kitchen"
"5735",610,"Wireless Internet"
"5736",611,"Internet"
"5737",611,"Laptop friendly workspace"
"5738",611,"Hair dryer"
"5739",611,"Iron"
"5740",611,"Essentials"
"5741",611,"Hangers"
"5742",611,"Heating"
"5743",611,"Kitchen"
"5744",611,"Wireless Internet"
"5745",612,"Cable TV"
"5746",612,"Internet"
"5747",612,"Laptop friendly workspace"
"5748",612,"Hair dryer"
"5749",612,"Iron"
"5750",612,"Essentials"
"5751",612,"Hangers"
"5752",612,"Heating"
"5753",612,"TV"
"5754",612,"Kitchen"
"5755",612,"Wireless Internet"
"5756",613,"Cable TV"
"5757",613,"Internet"
"5758",613,"Dryer"
"5759",613,"Laptop friendly workspace"
"5760",613,"Hair dryer"
"5761",613,"Iron"
"5762",613,"Essentials"
"5763",613,"Hangers"
"5764",613,"Wheelchair accessible"
"5765",613,"Heating"
"5766",613,"Washer"
"5767",613,"TV"
"5768",613,"Kitchen"
"5769",613,"Wireless Internet"
"5770",614,"Internet"
"5771",614,"Laptop friendly workspace"
"5772",614,"Essentials"
"5773",614,"Hangers"
"5774",614,"Heating"
"5775",614,"Kitchen"
"5776",614,"Wireless Internet"
"5777",615,"Internet"
"5778",615,"Laptop friendly workspace"
"5779",615,"Hair dryer"
"5780",615,"Iron"
"5781",615,"Essentials"
"5782",615,"Hangers"
"5783",615,"Heating"
"5784",615,"Washer"
"5785",615,"Kitchen"
"5786",615,"Wireless Internet"
"5787",616,"Cable TV"
"5788",616,"Internet"
"5789",616,"Dryer"
"5790",616,"Laptop friendly workspace"
"5791",616,"Hair dryer"
"5792",616,"Essentials"
"5793",616,"Hangers"
"5794",616,"Heating"
"5795",616,"Washer"
"5796",616,"TV"
"5797",616,"Kitchen"
"5798",616,"Wireless Internet"
"5799",617,"Cable TV"
"5800",617,"Internet"
"5801",617,"Dryer"
"5802",617,"Essentials"
"5803",617,"Heating"
"5804",617,"Washer"
"5805",617,"TV"
"5806",617,"Kitchen"
"5807",617,"Wireless Internet"
"5808",618,"Free parking on premise"
"5809",618,"Internet"
"5810",618,"Essentials"
"5811",618,"Heating"
"5812",618,"Washer"
"5813",618,"TV"
"5814",618,"Kitchen"
"5815",618,"Wireless Internet"
"5816",619,"Free parking on premise"
"5817",619,"Cable TV"
"5818",619,"Internet"
"5819",619,"Dryer"
"5820",619,"Laptop friendly workspace"
"5821",619,"Hair dryer"
"5822",619,"Iron"
"5823",619,"Essentials"
"5824",619,"Hangers"
"5825",619,"Wheelchair accessible"
"5826",619,"Heating"
"5827",619,"Washer"
"5828",619,"TV"
"5829",619,"Kitchen"
"5830",619,"Wireless Internet"
"5831",620,"Cable TV"
"5832",620,"Internet"
"5833",620,"Dryer"
"5834",620,"Laptop friendly workspace"
"5835",620,"Hair dryer"
"5836",620,"Iron"
"5837",620,"Essentials"
"5838",620,"Hangers"
"5839",620,"Heating"
"5840",620,"Washer"
"5841",620,"TV"
"5842",620,"Kitchen"
"5843",620,"Wireless Internet"
"5844",621,"Cable TV"
"5845",621,"Internet"
"5846",621,"Dryer"
"5847",621,"Laptop friendly workspace"
"5848",621,"Hair dryer"
"5849",621,"Iron"
"5850",621,"Suitable for events"
"5851",621,"Essentials"
"5852",621,"Hangers"
"5853",621,"Heating"
"5854",621,"Washer"
"5855",621,"TV"
"5856",621,"Kitchen"
"5857",621,"Wireless Internet"
"5858",622,"Cable TV"
"5859",622,"Internet"
"5860",622,"Dryer"
"5861",622,"Laptop friendly workspace"
"5862",622,"Hair dryer"
"5863",622,"Essentials"
"5864",622,"Hangers"
"5865",622,"Heating"
"5866",622,"Washer"
"5867",622,"TV"
"5868",622,"Kitchen"
"5869",622,"Wireless Internet"
"5870",623,"Internet"
"5871",623,"Hair dryer"
"5872",623,"Iron"
"5873",623,"Essentials"
"5874",623,"Hangers"
"5875",623,"Heating"
"5876",623,"TV"
"5877",623,"Kitchen"
"5878",623,"Private entrance"
"5879",623,"Wireless Internet"
"5880",624,"Cable TV"
"5881",624,"Internet"
"5882",624,"Dryer"
"5883",624,"Essentials"
"5884",624,"Hangers"
"5885",624,"Heating"
"5886",624,"Washer"
"5887",624,"TV"
"5888",624,"Kitchen"
"5889",624,"Wireless Internet"
"5890",625,"Internet"
"5891",625,"Dryer"
"5892",625,"Hair dryer"
"5893",625,"Iron"
"5894",625,"Essentials"
"5895",625,"Heating"
"5896",625,"Washer"
"5897",625,"TV"
"5898",625,"Kitchen"
"5899",625,"Wireless Internet"
"5900",626,"Internet"
"5901",626,"Dryer"
"5902",626,"Laptop friendly workspace"
"5903",626,"Hair dryer"
"5904",626,"Essentials"
"5905",626,"Hangers"
"5906",626,"Heating"
"5907",626,"Washer"
"5908",626,"TV"
"5909",626,"Kitchen"
"5910",626,"Wireless Internet"
"5911",627,"Internet"
"5912",627,"Laptop friendly workspace"
"5913",627,"Hair dryer"
"5914",627,"Iron"
"5915",627,"Essentials"
"5916",627,"Hangers"
"5917",627,"Heating"
"5918",627,"Washer"
"5919",627,"Kitchen"
"5920",627,"Wireless Internet"
"5921",628,"Cable TV"
"5922",628,"Internet"
"5923",628,"Essentials"
"5924",628,"Heating"
"5925",628,"TV"
"5926",628,"Kitchen"
"5927",628,"Wireless Internet"
"5928",629,"Internet"
"5929",629,"Dryer"
"5930",629,"Laptop friendly workspace"
"5931",629,"Hair dryer"
"5932",629,"Iron"
"5933",629,"Suitable for events"
"5934",629,"Essentials"
"5935",629,"Hangers"
"5936",629,"Heating"
"5937",629,"Washer"
"5938",629,"TV"
"5939",629,"Kitchen"
"5940",629,"Wireless Internet"
"5941",630,"Internet"
"5942",630,"Laptop friendly workspace"
"5943",630,"Hair dryer"
"5944",630,"Iron"
"5945",630,"Essentials"
"5946",630,"Hangers"
"5947",630,"Heating"
"5948",630,"TV"
"5949",630,"Kitchen"
"5950",631,"Cable TV"
"5951",631,"Internet"
"5952",631,"Dryer"
"5953",631,"Laptop friendly workspace"
"5954",631,"Hair dryer"
"5955",631,"Iron"
"5956",631,"Essentials"
"5957",631,"Hangers"
"5958",631,"Heating"
"5959",631,"Washer"
"5960",631,"TV"
"5961",631,"Kitchen"
"5962",631,"Wireless Internet"
"5963",632,"Cable TV"
"5964",632,"Internet"
"5965",632,"Dryer"
"5966",632,"Laptop friendly workspace"
"5967",632,"Hair dryer"
"5968",632,"Iron"
"5969",632,"Suitable for events"
"5970",632,"Essentials"
"5971",632,"Hangers"
"5972",632,"Heating"
"5973",632,"Washer"
"5974",632,"TV"
"5975",632,"Kitchen"
"5976",632,"Wireless Internet"
"5977",633,"Cable TV"
"5978",633,"Internet"
"5979",633,"Laptop friendly workspace"
"5980",633,"Hair dryer"
"5981",633,"Iron"
"5982",633,"Essentials"
"5983",633,"Hangers"
"5984",633,"Heating"
"5985",633,"TV"
"5986",633,"Kitchen"
"5987",633,"Wireless Internet"
"5988",634,"Free parking on premise"
"5989",634,"Internet"
"5990",634,"Laptop friendly workspace"
"5991",634,"Hair dryer"
"5992",634,"Essentials"
"5993",634,"Hangers"
"5994",634,"Heating"
"5995",634,"Kitchen"
"5996",634,"Wireless Internet"
"5997",635,"Cable TV"
"5998",635,"Internet"
"5999",635,"Heating"
"6000",635,"Washer"
"6001",635,"TV"
"6002",635,"Kitchen"
"6003",635,"Wireless Internet"
"6004",636,"Breakfast"
"6005",636,"Free parking on premise"
"6006",636,"Cable TV"
"6007",636,"Internet"
"6008",636,"Laptop friendly workspace"
"6009",636,"Hair dryer"
"6010",636,"Iron"
"6011",636,"Essentials"
"6012",636,"Hangers"
"6013",636,"Wheelchair accessible"
"6014",636,"Heating"
"6015",636,"Washer"
"6016",636,"TV"
"6017",636,"Kitchen"
"6018",636,"Private living room"
"6019",636,"Private entrance"
"6020",636,"Wireless Internet"
"6021",637,"Internet"
"6022",637,"Dryer"
"6023",637,"Laptop friendly workspace"
"6024",637,"Essentials"
"6025",637,"Heating"
"6026",637,"Washer"
"6027",637,"Kitchen"
"6028",637,"Wireless Internet"
"6029",638,"Internet"
"6030",638,"Dryer"
"6031",638,"Laptop friendly workspace"
"6032",638,"Hair dryer"
"6033",638,"Iron"
"6034",638,"Essentials"
"6035",638,"Hangers"
"6036",638,"Heating"
"6037",638,"Washer"
"6038",638,"TV"
"6039",638,"Kitchen"
"6040",638,"Wireless Internet"
"6041",639,"Internet"
"6042",639,"Laptop friendly workspace"
"6043",639,"Hair dryer"
"6044",639,"Iron"
"6045",639,"Essentials"
"6046",639,"Hangers"
"6047",639,"Heating"
"6048",639,"TV"
"6049",639,"Kitchen"
"6050",639,"Wireless Internet"
"6051",640,"Internet"
"6052",640,"Dryer"
"6053",640,"Laptop friendly workspace"
"6054",640,"Hair dryer"
"6055",640,"Iron"
"6056",640,"Essentials"
"6057",640,"Hangers"
"6058",640,"Heating"
"6059",640,"Washer"
"6060",640,"TV"
"6061",640,"Kitchen"
"6062",640,"Wireless Internet"
"6063",640,"High chair"
"6064",641,"Cable TV"
"6065",641,"Internet"
"6066",641,"Laptop friendly workspace"
"6067",641,"Hair dryer"
"6068",641,"Iron"
"6069",641,"Essentials"
"6070",641,"Hangers"
"6071",641,"Heating"
"6072",641,"TV"
"6073",641,"Kitchen"
"6074",641,"Wireless Internet"
"6075",641,"High chair"
"6076",642,"Cable TV"
"6077",642,"Internet"
"6078",642,"Laptop friendly workspace"
"6079",642,"Hair dryer"
"6080",642,"Essentials"
"6081",642,"Hangers"
"6082",642,"Heating"
"6083",642,"TV"
"6084",642,"Kitchen"
"6085",642,"Wireless Internet"
"6086",643,"Internet"
"6087",643,"Laptop friendly workspace"
"6088",643,"Hair dryer"
"6089",643,"Essentials"
"6090",643,"Hangers"
"6091",643,"Heating"
"6092",643,"TV"
"6093",643,"Kitchen"
"6094",643,"Wireless Internet"
"6095",644,"Internet"
"6096",644,"Dryer"
"6097",644,"Laptop friendly workspace"
"6098",644,"Hangers"
"6099",644,"Heating"
"6100",644,"Washer"
"6101",644,"TV"
"6102",644,"Kitchen"
"6103",644,"Wireless Internet"
"6104",645,"Cable TV"
"6105",645,"Internet"
"6106",645,"Iron"
"6107",645,"Essentials"
"6108",645,"Hangers"
"6109",645,"Heating"
"6110",645,"TV"
"6111",645,"Kitchen"
"6112",645,"Wireless Internet"
"6113",646,"Internet"
"6114",646,"Essentials"
"6115",646,"Heating"
"6116",646,"TV"
"6117",646,"Kitchen"
"6118",646,"Wireless Internet"
"6119",647,"Cable TV"
"6120",647,"Internet"
"6121",647,"Dryer"
"6122",647,"Laptop friendly workspace"
"6123",647,"Iron"
"6124",647,"Essentials"
"6125",647,"Hangers"
"6126",647,"Heating"
"6127",647,"Washer"
"6128",647,"TV"
"6129",647,"Kitchen"
"6130",647,"Wireless Internet"
"6131",647,"Bathtub"
"6132",648,"Internet"
"6133",648,"Laptop friendly workspace"
"6134",648,"Hair dryer"
"6135",648,"Iron"
"6136",648,"Essentials"
"6137",648,"Hangers"
"6138",648,"Heating"
"6139",648,"Washer"
"6140",648,"Kitchen"
"6141",648,"Wireless Internet"
"6142",649,"Internet"
"6143",649,"Laptop friendly workspace"
"6144",649,"Hair dryer"
"6145",649,"Iron"
"6146",649,"Essentials"
"6147",649,"Hangers"
"6148",649,"Wheelchair accessible"
"6149",649,"Heating"
"6150",649,"Washer"
"6151",649,"TV"
"6152",649,"Kitchen"
"6153",649,"Wireless Internet"
"6154",650,"Cable TV"
"6155",650,"Internet"
"6156",650,"Dryer"
"6157",650,"Laptop friendly workspace"
"6158",650,"Hair dryer"
"6159",650,"Iron"
"6160",650,"Essentials"
"6161",650,"Hangers"
"6162",650,"Heating"
"6163",650,"Washer"
"6164",650,"TV"
"6165",650,"Kitchen"
"6166",650,"Wireless Internet"
"6167",651,"Cable TV"
"6168",651,"Internet"
"6169",651,"Laptop friendly workspace"
"6170",651,"Hair dryer"
"6171",651,"Iron"
"6172",651,"Essentials"
"6173",651,"Hangers"
"6174",651,"Heating"
"6175",651,"TV"
"6176",651,"Kitchen"
"6177",651,"Wireless Internet"
"6178",652,"Internet"
"6179",652,"Dryer"
"6180",652,"Laptop friendly workspace"
"6181",652,"Hair dryer"
"6182",652,"Iron"
"6183",652,"Essentials"
"6184",652,"Heating"
"6185",652,"Washer"
"6186",652,"TV"
"6187",652,"Kitchen"
"6188",652,"Wireless Internet"
"6189",653,"Internet"
"6190",653,"Essentials"
"6191",653,"Kitchen"
"6192",653,"Wireless Internet"
"6193",654,"Internet"
"6194",654,"Essentials"
"6195",654,"Heating"
"6196",654,"Washer"
"6197",654,"Kitchen"
"6198",654,"Wireless Internet"
"6199",655,"Breakfast"
"6200",655,"Internet"
"6201",655,"Dryer"
"6202",655,"Hair dryer"
"6203",655,"Iron"
"6204",655,"Essentials"
"6205",655,"Hangers"
"6206",655,"Heating"
"6207",655,"Washer"
"6208",655,"TV"
"6209",655,"Kitchen"
"6210",655,"Wireless Internet"
"6211",656,"Cable TV"
"6212",656,"Internet"
"6213",656,"Dryer"
"6214",656,"Laptop friendly workspace"
"6215",656,"Hair dryer"
"6216",656,"Iron"
"6217",656,"Essentials"
"6218",656,"Gym"
"6219",656,"Hangers"
"6220",656,"Heating"
"6221",656,"Washer"
"6222",656,"TV"
"6223",656,"Kitchen"
"6224",656,"Wireless Internet"
"6225",657,"Internet"
"6226",657,"Hair dryer"
"6227",657,"Iron"
"6228",657,"Essentials"
"6229",657,"Heating"
"6230",657,"Washer"
"6231",657,"Kitchen"
"6232",657,"Wireless Internet"
"6233",658,"Cable TV"
"6234",658,"Internet"
"6235",658,"Dryer"
"6236",658,"Laptop friendly workspace"
"6237",658,"Hair dryer"
"6238",658,"Iron"
"6239",658,"Essentials"
"6240",658,"Hangers"
"6241",658,"Heating"
"6242",658,"TV"
"6243",658,"Kitchen"
"6244",658,"Wireless Internet"
"6245",658,"Bathtub"
"6246",659,"Breakfast"
"6247",659,"Internet"
"6248",659,"Laptop friendly workspace"
"6249",659,"Hair dryer"
"6250",659,"Essentials"
"6251",659,"Hangers"
"6252",659,"Heating"
"6253",659,"Kitchen"
"6254",659,"Private entrance"
"6255",659,"Wireless Internet"
"6256",660,"Internet"
"6257",660,"Essentials"
"6258",660,"Heating"
"6259",660,"TV"
"6260",660,"Kitchen"
"6261",660,"Wireless Internet"
"6262",661,"Breakfast"
"6263",661,"Internet"
"6264",661,"Laptop friendly workspace"
"6265",661,"Hair dryer"
"6266",661,"Essentials"
"6267",661,"Hangers"
"6268",661,"Heating"
"6269",661,"TV"
"6270",661,"Private entrance"
"6271",661,"Wireless Internet"
"6272",662,"Internet"
"6273",662,"Essentials"
"6274",662,"Heating"
"6275",662,"TV"
"6276",662,"Kitchen"
"6277",662,"Wireless Internet"
"6278",663,"Cable TV"
"6279",663,"Internet"
"6280",663,"Laptop friendly workspace"
"6281",663,"Hair dryer"
"6282",663,"Iron"
"6283",663,"Essentials"
"6284",663,"Hangers"
"6285",663,"Heating"
"6286",663,"TV"
"6287",663,"Kitchen"
"6288",663,"Wireless Internet"
"6289",664,"Cable TV"
"6290",664,"Internet"
"6291",664,"Essentials"
"6292",664,"Wheelchair accessible"
"6293",664,"Heating"
"6294",664,"TV"
"6295",664,"Kitchen"
"6296",664,"Wireless Internet"
"6297",665,"Internet"
"6298",665,"Hair dryer"
"6299",665,"Iron"
"6300",665,"Essentials"
"6301",665,"Hangers"
"6302",665,"Heating"
"6303",665,"TV"
"6304",665,"Wireless Internet"
"6305",666,"Internet"
"6306",666,"Dryer"
"6307",666,"Laptop friendly workspace"
"6308",666,"Hair dryer"
"6309",666,"Iron"
"6310",666,"Essentials"
"6311",666,"Hangers"
"6312",666,"Wheelchair accessible"
"6313",666,"Heating"
"6314",666,"Kitchen"
"6315",666,"Wireless Internet"
"6316",667,"Internet"
"6317",667,"Dryer"
"6318",667,"Essentials"
"6319",667,"Heating"
"6320",667,"Washer"
"6321",667,"Kitchen"
"6322",667,"Wireless Internet"
"6323",668,"Internet"
"6324",668,"Hair dryer"
"6325",668,"Hangers"
"6326",668,"Heating"
"6327",668,"TV"
"6328",668,"Kitchen"
"6329",669,"Cable TV"
"6330",669,"Internet"
"6331",669,"Laptop friendly workspace"
"6332",669,"Hair dryer"
"6333",669,"Essentials"
"6334",669,"Hangers"
"6335",669,"Heating"
"6336",669,"TV"
"6337",669,"Kitchen"
"6338",669,"Wireless Internet"
"6339",670,"Free parking on premise"
"6340",670,"Cable TV"
"6341",670,"Internet"
"6342",670,"Laptop friendly workspace"
"6343",670,"Hair dryer"
"6344",670,"Iron"
"6345",670,"Essentials"
"6346",670,"Hangers"
"6347",670,"Heating"
"6348",670,"Washer"
"6349",670,"TV"
"6350",670,"Kitchen"
"6351",670,"Wireless Internet"
"6352",671,"Internet"
"6353",671,"Essentials"
"6354",671,"Heating"
"6355",671,"TV"
"6356",671,"Kitchen"
"6357",671,"Wireless Internet"
"6358",672,"Free parking on premise"
"6359",672,"Cable TV"
"6360",672,"Internet"
"6361",672,"Dryer"
"6362",672,"Laptop friendly workspace"
"6363",672,"Hair dryer"
"6364",672,"Iron"
"6365",672,"Essentials"
"6366",672,"Hangers"
"6367",672,"Heating"
"6368",672,"Washer"
"6369",672,"TV"
"6370",672,"Kitchen"
"6371",672,"Wireless Internet"
"6372",673,"Free parking on premise"
"6373",673,"Internet"
"6374",673,"Laptop friendly workspace"
"6375",673,"Hair dryer"
"6376",673,"Iron"
"6377",673,"Essentials"
"6378",673,"Hangers"
"6379",673,"Heating"
"6380",673,"Kitchen"
"6381",673,"Wireless Internet"
"6382",674,"Cable TV"
"6383",674,"Internet"
"6384",674,"Dryer"
"6385",674,"Hair dryer"
"6386",674,"Iron"
"6387",674,"Essentials"
"6388",674,"Wheelchair accessible"
"6389",674,"Heating"
"6390",674,"Washer"
"6391",674,"TV"
"6392",674,"Kitchen"
"6393",674,"Wireless Internet"
"6394",675,"Internet"
"6395",675,"Laptop friendly workspace"
"6396",675,"Hair dryer"
"6397",675,"Iron"
"6398",675,"Essentials"
"6399",675,"Hangers"
"6400",675,"Heating"
"6401",675,"TV"
"6402",675,"Kitchen"
"6403",675,"Wireless Internet"
"6404",676,"Internet"
"6405",676,"Laptop friendly workspace"
"6406",676,"Essentials"
"6407",676,"Heating"
"6408",676,"Kitchen"
"6409",676,"Wireless Internet"
"6410",677,"Cable TV"
"6411",677,"Internet"
"6412",677,"Heating"
"6413",677,"TV"
"6414",677,"Wireless Internet"
"6415",679,"Dryer"
"6416",679,"Essentials"
"6417",679,"Hangers"
"6418",679,"Heating"
"6419",679,"Washer"
"6420",679,"Kitchen"
"6421",680,"Cable TV"
"6422",680,"Internet"
"6423",680,"Essentials"
"6424",680,"Heating"
"6425",680,"TV"
"6426",680,"Kitchen"
"6427",680,"Wireless Internet"
"6428",681,"Cable TV"
"6429",681,"Internet"
"6430",681,"Hair dryer"
"6431",681,"Essentials"
"6432",681,"Hangers"
"6433",681,"Heating"
"6434",681,"TV"
"6435",681,"Kitchen"
"6436",681,"Wireless Internet"
"6437",682,"Free parking on premise"
"6438",682,"Internet"
"6439",682,"Laptop friendly workspace"
"6440",682,"Hair dryer"
"6441",682,"Iron"
"6442",682,"Essentials"
"6443",682,"Hangers"
"6444",682,"Wheelchair accessible"
"6445",682,"Heating"
"6446",682,"Washer"
"6447",682,"Kitchen"
"6448",682,"Wireless Internet"
"6449",683,"Free parking on premise"
"6450",683,"Internet"
"6451",683,"Dryer"
"6452",683,"Hair dryer"
"6453",683,"Iron"
"6454",683,"Essentials"
"6455",683,"Hangers"
"6456",683,"Heating"
"6457",683,"TV"
"6458",683,"Kitchen"
"6459",683,"Wireless Internet"
"6460",683,"Room-darkening shades"
"6461",684,"Cable TV"
"6462",684,"Internet"
"6463",684,"Dryer"
"6464",684,"Laptop friendly workspace"
"6465",684,"Hair dryer"
"6466",684,"Iron"
"6467",684,"Essentials"
"6468",684,"Hangers"
"6469",684,"Heating"
"6470",684,"Washer"
"6471",684,"TV"
"6472",684,"Kitchen"
"6473",684,"Wireless Internet"
"6474",685,"Cable TV"
"6475",685,"Internet"
"6476",685,"Dryer"
"6477",685,"Laptop friendly workspace"
"6478",685,"Iron"
"6479",685,"Essentials"
"6480",685,"Hangers"
"6481",685,"Heating"
"6482",685,"Washer"
"6483",685,"TV"
"6484",685,"Kitchen"
"6485",685,"Private entrance"
"6486",685,"Wireless Internet"
"6487",686,"Internet"
"6488",686,"Essentials"
"6489",686,"Heating"
"6490",686,"Kitchen"
"6491",686,"Wireless Internet"
"6492",687,"Internet"
"6493",687,"Hair dryer"
"6494",687,"Essentials"
"6495",687,"Hangers"
"6496",687,"Heating"
"6497",687,"Kitchen"
"6498",687,"Wireless Internet"
"6499",688,"Free parking on premise"
"6500",688,"Internet"
"6501",688,"Essentials"
"6502",688,"Heating"
"6503",688,"Washer"
"6504",688,"TV"
"6505",688,"Kitchen"
"6506",688,"Wireless Internet"
"6507",689,"Cable TV"
"6508",689,"Internet"
"6509",689,"Essentials"
"6510",689,"Heating"
"6511",689,"TV"
"6512",689,"Kitchen"
"6513",689,"Wireless Internet"
"6514",690,"Free parking on premise"
"6515",690,"Cable TV"
"6516",690,"Internet"
"6517",690,"Essentials"
"6518",690,"Heating"
"6519",690,"TV"
"6520",690,"Kitchen"
"6521",690,"Wireless Internet"
"6522",691,"Free parking on premise"
"6523",691,"Internet"
"6524",691,"Dryer"
"6525",691,"Hair dryer"
"6526",691,"Iron"
"6527",691,"Essentials"
"6528",691,"Hangers"
"6529",691,"Heating"
"6530",691,"Washer"
"6531",691,"TV"
"6532",691,"Kitchen"
"6533",691,"Wireless Internet"
"6534",692,"Free parking on premise"
"6535",692,"Cable TV"
"6536",692,"Internet"
"6537",692,"Dryer"
"6538",692,"Hair dryer"
"6539",692,"Iron"
"6540",692,"Suitable for events"
"6541",692,"Essentials"
"6542",692,"Hangers"
"6543",692,"Heating"
"6544",692,"Washer"
"6545",692,"TV"
"6546",692,"Kitchen"
"6547",692,"Wireless Internet"
"6548",693,"Free parking on premise"
"6549",693,"Internet"
"6550",693,"Essentials"
"6551",693,"Heating"
"6552",693,"Kitchen"
"6553",693,"Wireless Internet"
"6554",694,"Free parking on premise"
"6555",694,"Internet"
"6556",694,"Essentials"
"6557",694,"Heating"
"6558",694,"TV"
"6559",694,"Kitchen"
"6560",694,"Wireless Internet"
"6561",695,"Internet"
"6562",695,"Laptop friendly workspace"
"6563",695,"Essentials"
"6564",695,"Hangers"
"6565",695,"Heating"
"6566",695,"TV"
"6567",695,"Kitchen"
"6568",695,"Wireless Internet"
"6569",696,"Free parking on premise"
"6570",696,"Cable TV"
"6571",696,"Internet"
"6572",696,"Dryer"
"6573",696,"Laptop friendly workspace"
"6574",696,"Hair dryer"
"6575",696,"Iron"
"6576",696,"Suitable for events"
"6577",696,"Essentials"
"6578",696,"Hangers"
"6579",696,"Heating"
"6580",696,"Washer"
"6581",696,"TV"
"6582",696,"Kitchen"
"6583",696,"Wireless Internet"
"6584",697,"Internet"
"6585",697,"Dryer"
"6586",697,"Essentials"
"6587",697,"Heating"
"6588",697,"Washer"
"6589",697,"TV"
"6590",697,"Kitchen"
"6591",697,"Wireless Internet"
"6592",698,"Internet"
"6593",698,"Laptop friendly workspace"
"6594",698,"Hair dryer"
"6595",698,"Iron"
"6596",698,"Essentials"
"6597",698,"Heating"
"6598",698,"TV"
"6599",698,"Kitchen"
"6600",698,"Wireless Internet"
"6601",699,"Free parking on premise"
"6602",699,"Internet"
"6603",699,"Dryer"
"6604",699,"Laptop friendly workspace"
"6605",699,"Hair dryer"
"6606",699,"Iron"
"6607",699,"Essentials"
"6608",699,"Hangers"
"6609",699,"Heating"
"6610",699,"Washer"
"6611",699,"TV"
"6612",699,"Kitchen"
"6613",699,"Wireless Internet"
"6614",700,"Cable TV"
"6615",700,"Internet"
"6616",700,"Essentials"
"6617",700,"Heating"
"6618",700,"TV"
"6619",700,"Wireless Internet"
"6620",701,"Free parking on premise"
"6621",701,"Cable TV"
"6622",701,"Internet"
"6623",701,"Dryer"
"6624",701,"Laptop friendly workspace"
"6625",701,"Hair dryer"
"6626",701,"Iron"
"6627",701,"Essentials"
"6628",701,"Hangers"
"6629",701,"Heating"
"6630",701,"Washer"
"6631",701,"TV"
"6632",701,"Kitchen"
"6633",701,"Wireless Internet"
"6634",702,"Internet"
"6635",702,"Hair dryer"
"6636",702,"Iron"
"6637",702,"Essentials"
"6638",702,"Heating"
"6639",702,"TV"
"6640",702,"Kitchen"
"6641",702,"Wireless Internet"
"6642",703,"Internet"
"6643",703,"Dryer"
"6644",703,"Laptop friendly workspace"
"6645",703,"Hair dryer"
"6646",703,"Iron"
"6647",703,"Essentials"
"6648",703,"Hangers"
"6649",703,"Heating"
"6650",703,"Washer"
"6651",703,"TV"
"6652",703,"Kitchen"
"6653",703,"Wireless Internet"
"6654",704,"Internet"
