"","Host","Amenity"
"6655",704,"Essentials"
"6656",704,"Heating"
"6657",704,"Kitchen"
"6658",704,"Wireless Internet"
"6659",705,"Internet"
"6660",705,"Dryer"
"6661",705,"Laptop friendly workspace"
"6662",705,"Hair dryer"
"6663",705,"Iron"
"6664",705,"Essentials"
"6665",705,"Hangers"
"6666",705,"Heating"
"6667",705,"Washer"
"6668",705,"TV"
"6669",705,"Kitchen"
"6670",705,"Wireless Internet"
"6671",706,"Internet"
"6672",706,"Dryer"
"6673",706,"Hair dryer"
"6674",706,"Essentials"
"6675",706,"Hangers"
"6676",706,"Heating"
"6677",706,"Washer"
"6678",706,"TV"
"6679",706,"Kitchen"
"6680",706,"Wireless Internet"
"6681",707,"Internet"
"6682",707,"Hair dryer"
"6683",707,"Essentials"
"6684",707,"Hangers"
"6685",707,"Heating"
"6686",707,"TV"
"6687",707,"Kitchen"
"6688",707,"Wireless Internet"
"6689",708,"Breakfast"
"6690",708,"Free parking on premise"
"6691",708,"Cable TV"
"6692",708,"Internet"
"6693",708,"Dryer"
"6694",708,"Laptop friendly workspace"
"6695",708,"Hair dryer"
"6696",708,"Iron"
"6697",708,"Essentials"
"6698",708,"Gym"
"6699",708,"Hangers"
"6700",708,"Heating"
"6701",708,"Washer"
"6702",708,"TV"
"6703",708,"Kitchen"
"6704",708,"Wireless Internet"
"6705",709,"Free parking on premise"
"6706",709,"Cable TV"
"6707",709,"Internet"
"6708",709,"Dryer"
"6709",709,"Laptop friendly workspace"
"6710",709,"Hair dryer"
"6711",709,"Iron"
"6712",709,"Essentials"
"6713",709,"Hangers"
"6714",709,"Heating"
"6715",709,"Washer"
"6716",709,"TV"
"6717",709,"Kitchen"
"6718",709,"Wireless Internet"
"6719",710,"Free parking on premise"
"6720",710,"Cable TV"
"6721",710,"Internet"
"6722",710,"Hair dryer"
"6723",710,"Essentials"
"6724",710,"Hangers"
"6725",710,"Heating"
"6726",710,"TV"
"6727",710,"Kitchen"
"6728",710,"Wireless Internet"
"6729",711,"Cable TV"
"6730",711,"Internet"
"6731",711,"Iron"
"6732",711,"Essentials"
"6733",711,"Hangers"
"6734",711,"Heating"
"6735",711,"TV"
"6736",711,"Kitchen"
"6737",711,"Wireless Internet"
"6738",712,"Cable TV"
"6739",712,"Internet"
"6740",712,"Laptop friendly workspace"
"6741",712,"Hair dryer"
"6742",712,"Iron"
"6743",712,"Essentials"
"6744",712,"Hangers"
"6745",712,"Heating"
"6746",712,"TV"
"6747",712,"Kitchen"
"6748",712,"Wireless Internet"
"6749",713,"Cable TV"
"6750",713,"Internet"
"6751",713,"Laptop friendly workspace"
"6752",713,"Hair dryer"
"6753",713,"Essentials"
"6754",713,"Hangers"
"6755",713,"Heating"
"6756",713,"TV"
"6757",713,"Kitchen"
"6758",713,"Wireless Internet"
"6759",714,"Cable TV"
"6760",714,"Internet"
"6761",714,"Essentials"
"6762",714,"Heating"
"6763",714,"TV"
"6764",714,"Kitchen"
"6765",714,"Wireless Internet"
"6766",715,"Free parking on premise"
"6767",715,"Internet"
"6768",715,"Dryer"
"6769",715,"Hair dryer"
"6770",715,"Iron"
"6771",715,"Essentials"
"6772",715,"Hangers"
"6773",715,"Heating"
"6774",715,"Washer"
"6775",715,"TV"
"6776",715,"Kitchen"
"6777",715,"Wireless Internet"
"6778",716,"Internet"
"6779",716,"Hair dryer"
"6780",716,"Iron"
"6781",716,"Essentials"
"6782",716,"Hangers"
"6783",716,"Heating"
"6784",716,"TV"
"6785",716,"Kitchen"
"6786",716,"Wireless Internet"
"6787",717,"Cable TV"
"6788",717,"Internet"
"6789",717,"Dryer"
"6790",717,"Laptop friendly workspace"
"6791",717,"Hair dryer"
"6792",717,"Essentials"
"6793",717,"Hangers"
"6794",717,"Heating"
"6795",717,"Washer"
"6796",717,"TV"
"6797",717,"Kitchen"
"6798",717,"Wireless Internet"
"6799",718,"Cable TV"
"6800",718,"Internet"
"6801",718,"Dryer"
"6802",718,"Laptop friendly workspace"
"6803",718,"Hair dryer"
"6804",718,"Iron"
"6805",718,"Essentials"
"6806",718,"Hangers"
"6807",718,"Wheelchair accessible"
"6808",718,"Heating"
"6809",718,"Washer"
"6810",718,"TV"
"6811",718,"Kitchen"
"6812",718,"Wireless Internet"
"6813",719,"Breakfast"
"6814",719,"Cable TV"
"6815",719,"Internet"
"6816",719,"Essentials"
"6817",719,"Heating"
"6818",719,"TV"
"6819",719,"Wireless Internet"
"6820",720,"Internet"
"6821",720,"Dryer"
"6822",720,"Hair dryer"
"6823",720,"Essentials"
"6824",720,"Heating"
"6825",720,"Kitchen"
"6826",720,"Wireless Internet"
"6827",721,"Internet"
"6828",721,"Laptop friendly workspace"
"6829",721,"Heating"
"6830",721,"Kitchen"
"6831",721,"Wireless Internet"
"6832",722,"Internet"
"6833",722,"Hair dryer"
"6834",722,"Iron"
"6835",722,"Essentials"
"6836",722,"Heating"
"6837",722,"Washer"
"6838",722,"TV"
"6839",722,"Kitchen"
"6840",722,"Wireless Internet"
"6841",723,"Breakfast"
"6842",723,"Cable TV"
"6843",723,"Internet"
"6844",723,"Hair dryer"
"6845",723,"Essentials"
"6846",723,"Hangers"
"6847",723,"Heating"
"6848",723,"TV"
"6849",723,"Kitchen"
"6850",723,"Wireless Internet"
"6851",724,"Internet"
"6852",724,"Laptop friendly workspace"
"6853",724,"Essentials"
"6854",724,"Hangers"
"6855",724,"Heating"
"6856",724,"Wireless Internet"
"6857",725,"Cable TV"
"6858",725,"Internet"
"6859",725,"Essentials"
"6860",725,"Heating"
"6861",725,"Washer"
"6862",725,"TV"
"6863",725,"Kitchen"
"6864",725,"Wireless Internet"
"6865",726,"Internet"
"6866",726,"Dryer"
"6867",726,"Hair dryer"
"6868",726,"Iron"
"6869",726,"Essentials"
"6870",726,"Hangers"
"6871",726,"Heating"
"6872",726,"Washer"
"6873",726,"TV"
"6874",726,"Kitchen"
"6875",726,"Wireless Internet"
"6876",727,"Cable TV"
"6877",727,"Internet"
"6878",727,"Laptop friendly workspace"
"6879",727,"Essentials"
"6880",727,"Hangers"
"6881",727,"Heating"
"6882",727,"TV"
"6883",727,"Kitchen"
"6884",727,"Wireless Internet"
"6885",728,"Cable TV"
"6886",728,"Internet"
"6887",728,"Essentials"
"6888",728,"Heating"
"6889",728,"TV"
"6890",728,"Kitchen"
"6891",728,"Wireless Internet"
"6892",729,"Internet"
"6893",729,"Laptop friendly workspace"
"6894",729,"Hair dryer"
"6895",729,"Iron"
"6896",729,"Essentials"
"6897",729,"Hangers"
"6898",729,"Heating"
"6899",729,"TV"
"6900",729,"Kitchen"
"6901",729,"Wireless Internet"
"6902",730,"Internet"
"6903",730,"Dryer"
"6904",730,"Laptop friendly workspace"
"6905",730,"Iron"
"6906",730,"Essentials"
"6907",730,"Hangers"
"6908",730,"Heating"
"6909",730,"Washer"
"6910",730,"TV"
"6911",730,"Kitchen"
"6912",730,"Wireless Internet"
"6913",731,"Cable TV"
"6914",731,"Internet"
"6915",731,"Dryer"
"6916",731,"Laptop friendly workspace"
"6917",731,"Hair dryer"
"6918",731,"Washer"
"6919",731,"TV"
"6920",731,"Kitchen"
"6921",731,"Wireless Internet"
"6922",732,"Internet"
"6923",732,"Dryer"
"6924",732,"Hair dryer"
"6925",732,"Essentials"
"6926",732,"Heating"
"6927",732,"Washer"
"6928",732,"TV"
"6929",732,"Kitchen"
"6930",732,"Private entrance"
"6931",732,"Wireless Internet"
"6932",733,"Breakfast"
"6933",733,"Cable TV"
"6934",733,"Internet"
"6935",733,"Laptop friendly workspace"
"6936",733,"Hair dryer"
"6937",733,"Essentials"
"6938",733,"Hangers"
"6939",733,"Heating"
"6940",733,"TV"
"6941",733,"Kitchen"
"6942",733,"Wireless Internet"
"6943",734,"Internet"
"6944",734,"Laptop friendly workspace"
"6945",734,"Hair dryer"
"6946",734,"Iron"
"6947",734,"Essentials"
"6948",734,"Hangers"
"6949",734,"Wheelchair accessible"
"6950",734,"Heating"
"6951",734,"TV"
"6952",734,"Kitchen"
"6953",734,"Wireless Internet"
"6954",735,"Cable TV"
"6955",735,"Internet"
"6956",735,"Laptop friendly workspace"
"6957",735,"Hair dryer"
"6958",735,"Iron"
"6959",735,"Essentials"
"6960",735,"Hangers"
"6961",735,"Heating"
"6962",735,"TV"
"6963",735,"Kitchen"
"6964",735,"Wireless Internet"
"6965",736,"Cable TV"
"6966",736,"Internet"
"6967",736,"Essentials"
"6968",736,"Heating"
"6969",736,"TV"
"6970",736,"Kitchen"
"6971",736,"Wireless Internet"
"6972",737,"Cable TV"
"6973",737,"Internet"
"6974",737,"Laptop friendly workspace"
"6975",737,"Hair dryer"
"6976",737,"Iron"
"6977",737,"Essentials"
"6978",737,"Hangers"
"6979",737,"Heating"
"6980",737,"Washer"
"6981",737,"TV"
"6982",737,"Kitchen"
"6983",737,"Wireless Internet"
"6984",737,"High chair"
"6985",737,"Outlet covers"
"6986",737,"Bathtub"
"6987",737,"Table corner guards"
"6988",738,"Breakfast"
"6989",738,"Cable TV"
"6990",738,"Internet"
"6991",738,"Dryer"
"6992",738,"Hair dryer"
"6993",738,"Iron"
"6994",738,"Essentials"
"6995",738,"Heating"
"6996",738,"Washer"
"6997",738,"TV"
"6998",738,"Kitchen"
"6999",738,"Wireless Internet"
"7000",739,"Cable TV"
"7001",739,"Internet"
"7002",739,"Essentials"
"7003",739,"Heating"
"7004",739,"TV"
"7005",739,"Kitchen"
"7006",739,"Wireless Internet"
"7007",740,"Internet"
"7008",740,"Essentials"
"7009",740,"Heating"
"7010",740,"TV"
"7011",740,"Kitchen"
"7012",740,"Wireless Internet"
"7013",741,"Free parking on premise"
"7014",741,"Internet"
"7015",741,"Laptop friendly workspace"
"7016",741,"Hair dryer"
"7017",741,"Essentials"
"7018",741,"Hangers"
"7019",741,"Heating"
"7020",741,"Washer"
"7021",741,"TV"
"7022",741,"Kitchen"
"7023",741,"Wireless Internet"
"7024",742,"Free parking on premise"
"7025",742,"Internet"
"7026",742,"Laptop friendly workspace"
"7027",742,"Hair dryer"
"7028",742,"Essentials"
"7029",742,"Heating"
"7030",742,"Kitchen"
"7031",742,"Wireless Internet"
"7032",743,"Breakfast"
"7033",743,"Free parking on premise"
"7034",743,"Internet"
"7035",743,"Dryer"
"7036",743,"Laptop friendly workspace"
"7037",743,"Hair dryer"
"7038",743,"Iron"
"7039",743,"Essentials"
"7040",743,"Hangers"
"7041",743,"Heating"
"7042",743,"Washer"
"7043",743,"TV"
"7044",743,"Kitchen"
"7045",743,"Wireless Internet"
"7046",744,"Free parking on premise"
"7047",744,"Internet"
"7048",744,"Suitable for events"
"7049",744,"Essentials"
"7050",744,"Heating"
"7051",744,"Wireless Internet"
"7052",745,"Cable TV"
"7053",745,"Internet"
"7054",745,"Essentials"
"7055",745,"Heating"
"7056",745,"TV"
"7057",745,"Kitchen"
"7058",745,"Wireless Internet"
"7059",746,"Free parking on premise"
"7060",746,"Internet"
"7061",746,"Hair dryer"
"7062",746,"Iron"
"7063",746,"Essentials"
"7064",746,"Gym"
"7065",746,"Hangers"
"7066",746,"Heating"
"7067",746,"Washer"
"7068",746,"Kitchen"
"7069",746,"Wireless Internet"
"7070",747,"Cable TV"
"7071",747,"Internet"
"7072",747,"Essentials"
"7073",747,"Heating"
"7074",747,"TV"
"7075",747,"Kitchen"
"7076",747,"Wireless Internet"
"7077",748,"Cable TV"
"7078",748,"Internet"
"7079",748,"Hair dryer"
"7080",748,"Iron"
"7081",748,"Suitable for events"
"7082",748,"Essentials"
"7083",748,"Hangers"
"7084",748,"Heating"
"7085",748,"TV"
"7086",748,"Kitchen"
"7087",748,"Wireless Internet"
"7088",749,"Free parking on premise"
"7089",749,"Cable TV"
"7090",749,"Internet"
"7091",749,"Dryer"
"7092",749,"Laptop friendly workspace"
"7093",749,"Hair dryer"
"7094",749,"Iron"
"7095",749,"Essentials"
"7096",749,"Hangers"
"7097",749,"Heating"
"7098",749,"TV"
"7099",749,"Kitchen"
"7100",749,"Wireless Internet"
"7101",750,"Breakfast"
"7102",750,"Free parking on premise"
"7103",750,"Internet"
"7104",750,"Laptop friendly workspace"
"7105",750,"Essentials"
"7106",750,"Hangers"
"7107",750,"Heating"
"7108",750,"Kitchen"
"7109",750,"Wireless Internet"
"7110",751,"Free parking on premise"
"7111",751,"Cable TV"
"7112",751,"Internet"
"7113",751,"Dryer"
"7114",751,"Laptop friendly workspace"
"7115",751,"Hair dryer"
"7116",751,"Iron"
"7117",751,"Essentials"
"7118",751,"Hangers"
"7119",751,"Heating"
"7120",751,"Washer"
"7121",751,"TV"
"7122",751,"Kitchen"
"7123",751,"Wireless Internet"
"7124",751,"High chair"
"7125",752,"Breakfast"
"7126",752,"Cable TV"
"7127",752,"Internet"
"7128",752,"Laptop friendly workspace"
"7129",752,"Essentials"
"7130",752,"Heating"
"7131",752,"TV"
"7132",752,"Wireless Internet"
"7133",753,"Breakfast"
"7134",753,"Internet"
"7135",753,"Dryer"
"7136",753,"Laptop friendly workspace"
"7137",753,"Hair dryer"
"7138",753,"Iron"
"7139",753,"Essentials"
"7140",753,"Hangers"
"7141",753,"Heating"
"7142",753,"Washer"
"7143",753,"TV"
"7144",753,"Kitchen"
"7145",753,"Wireless Internet"
"7146",754,"Free parking on premise"
"7147",754,"Internet"
"7148",754,"Essentials"
"7149",754,"Heating"
"7150",754,"TV"
"7151",754,"Kitchen"
"7152",754,"Wireless Internet"
"7153",755,"Cable TV"
"7154",755,"Internet"
"7155",755,"Laptop friendly workspace"
"7156",755,"Hair dryer"
"7157",755,"Iron"
"7158",755,"Essentials"
"7159",755,"Hangers"
"7160",755,"Heating"
"7161",755,"TV"
"7162",755,"Kitchen"
"7163",755,"Wireless Internet"
"7164",756,"Free parking on premise"
"7165",756,"Internet"
"7166",756,"Dryer"
"7167",756,"Hair dryer"
"7168",756,"Iron"
"7169",756,"Essentials"
"7170",756,"Heating"
"7171",756,"Washer"
"7172",756,"TV"
"7173",756,"Kitchen"
"7174",756,"Wireless Internet"
"7175",757,"Cable TV"
"7176",757,"Internet"
"7177",757,"Essentials"
"7178",757,"Heating"
"7179",757,"TV"
"7180",757,"Kitchen"
"7181",757,"Wireless Internet"
"7182",758,"Cable TV"
"7183",758,"Internet"
"7184",758,"Essentials"
"7185",758,"Heating"
"7186",758,"TV"
"7187",758,"Kitchen"
"7188",758,"Wireless Internet"
"7189",759,"Internet"
"7190",759,"Dryer"
"7191",759,"Hair dryer"
"7192",759,"Iron"
"7193",759,"Essentials"
"7194",759,"Heating"
"7195",759,"Washer"
"7196",759,"TV"
"7197",759,"Kitchen"
"7198",759,"Wireless Internet"
"7199",760,"Cable TV"
"7200",760,"Internet"
"7201",760,"Hair dryer"
"7202",760,"Iron"
"7203",760,"Essentials"
"7204",760,"Heating"
"7205",760,"TV"
"7206",760,"Kitchen"
"7207",760,"Wireless Internet"
"7208",761,"Internet"
"7209",761,"Laptop friendly workspace"
"7210",761,"Iron"
"7211",761,"Essentials"
"7212",761,"Hangers"
"7213",761,"Heating"
"7214",761,"Washer"
"7215",761,"Kitchen"
"7216",761,"Wireless Internet"
"7217",762,"Internet"
"7218",762,"Laptop friendly workspace"
"7219",762,"Hair dryer"
"7220",762,"Iron"
"7221",762,"Essentials"
"7222",762,"Hangers"
"7223",762,"Heating"
"7224",762,"Washer"
"7225",762,"TV"
"7226",762,"Kitchen"
"7227",762,"Wireless Internet"
"7228",763,"Free parking on premise"
"7229",763,"Cable TV"
"7230",763,"Internet"
"7231",763,"Dryer"
"7232",763,"Essentials"
"7233",763,"Heating"
"7234",763,"Washer"
"7235",763,"TV"
"7236",763,"Kitchen"
"7237",763,"Wireless Internet"
"7238",764,"Breakfast"
"7239",764,"Free parking on premise"
"7240",764,"Cable TV"
"7241",764,"Internet"
"7242",764,"Essentials"
"7243",764,"Heating"
"7244",764,"TV"
"7245",764,"Kitchen"
"7246",764,"Wireless Internet"
"7247",765,"Breakfast"
"7248",765,"Free parking on premise"
"7249",765,"Internet"
"7250",765,"Laptop friendly workspace"
"7251",765,"Hair dryer"
"7252",765,"Essentials"
"7253",765,"Hangers"
"7254",765,"Heating"
"7255",765,"TV"
"7256",765,"Kitchen"
"7257",765,"Wireless Internet"
"7258",766,"Internet"
"7259",766,"Hair dryer"
"7260",766,"Essentials"
"7261",766,"Hangers"
"7262",766,"Kitchen"
"7263",766,"Wireless Internet"
"7264",767,"Free parking on premise"
"7265",767,"Cable TV"
"7266",767,"Internet"
"7267",767,"Dryer"
"7268",767,"Laptop friendly workspace"
"7269",767,"Hair dryer"
"7270",767,"Iron"
"7271",767,"Essentials"
"7272",767,"Hangers"
"7273",767,"Heating"
"7274",767,"Washer"
"7275",767,"TV"
"7276",767,"Kitchen"
"7277",767,"Wireless Internet"
"7278",768,"Internet"
"7279",768,"Essentials"
"7280",768,"Hangers"
"7281",768,"Heating"
"7282",768,"TV"
"7283",768,"Wireless Internet"
"7284",769,"Cable TV"
"7285",769,"Internet"
"7286",769,"Hair dryer"
"7287",769,"Essentials"
"7288",769,"Hangers"
"7289",769,"Heating"
"7290",769,"Washer"
"7291",769,"TV"
"7292",769,"Kitchen"
"7293",769,"Wireless Internet"
"7294",770,"Free parking on premise"
"7295",770,"Internet"
"7296",770,"Dryer"
"7297",770,"Laptop friendly workspace"
"7298",770,"Hair dryer"
"7299",770,"Iron"
"7300",770,"Essentials"
"7301",770,"Hangers"
"7302",770,"Heating"
"7303",770,"Washer"
"7304",770,"TV"
"7305",770,"Kitchen"
"7306",770,"Wireless Internet"
"7307",771,"Free parking on premise"
"7308",771,"Cable TV"
"7309",771,"Internet"
"7310",771,"Essentials"
"7311",771,"Heating"
"7312",771,"Washer"
"7313",771,"TV"
"7314",771,"Kitchen"
"7315",771,"Wireless Internet"
"7316",772,"Cable TV"
"7317",772,"Internet"
"7318",772,"Dryer"
"7319",772,"Hair dryer"
"7320",772,"Essentials"
"7321",772,"Hangers"
"7322",772,"Heating"
"7323",772,"Washer"
"7324",772,"TV"
"7325",772,"Kitchen"
"7326",772,"Wireless Internet"
"7327",773,"Internet"
"7328",773,"Dryer"
"7329",773,"Laptop friendly workspace"
"7330",773,"Hair dryer"
"7331",773,"Essentials"
"7332",773,"Hangers"
"7333",773,"Wheelchair accessible"
"7334",773,"Heating"
"7335",773,"Washer"
"7336",773,"TV"
"7337",773,"Kitchen"
"7338",773,"Wireless Internet"
"7339",774,"Free parking on premise"
"7340",774,"Cable TV"
"7341",774,"Internet"
"7342",774,"Dryer"
"7343",774,"Laptop friendly workspace"
"7344",774,"Hair dryer"
"7345",774,"Iron"
"7346",774,"Essentials"
"7347",774,"Hangers"
"7348",774,"Wheelchair accessible"
"7349",774,"Heating"
"7350",774,"Washer"
"7351",774,"TV"
"7352",774,"Kitchen"
"7353",774,"Wireless Internet"
"7354",775,"Cable TV"
"7355",775,"Internet"
"7356",775,"Dryer"
"7357",775,"Essentials"
"7358",775,"Wheelchair accessible"
"7359",775,"Heating"
"7360",775,"Washer"
"7361",775,"TV"
"7362",775,"Kitchen"
"7363",775,"Wireless Internet"
"7364",776,"Cable TV"
"7365",776,"Internet"
"7366",776,"Essentials"
"7367",776,"Washer"
"7368",776,"TV"
"7369",776,"Kitchen"
"7370",776,"Wireless Internet"
"7371",777,"Free parking on premise"
"7372",777,"Internet"
"7373",777,"Essentials"
"7374",777,"Wheelchair accessible"
"7375",777,"Heating"
"7376",777,"TV"
"7377",777,"Kitchen"
"7378",777,"Wireless Internet"
"7379",778,"Free parking on premise"
"7380",778,"Internet"
"7381",778,"Laptop friendly workspace"
"7382",778,"Essentials"
"7383",778,"Heating"
"7384",778,"Kitchen"
"7385",778,"Wireless Internet"
"7386",779,"Cable TV"
"7387",779,"Internet"
"7388",779,"Laptop friendly workspace"
"7389",779,"Hair dryer"
"7390",779,"Essentials"
"7391",779,"Hangers"
"7392",779,"Heating"
"7393",779,"TV"
"7394",779,"Wireless Internet"
"7395",780,"Cable TV"
"7396",780,"Internet"
"7397",780,"Dryer"
"7398",780,"Essentials"
"7399",780,"Heating"
"7400",780,"Washer"
"7401",780,"TV"
"7402",780,"Kitchen"
"7403",780,"Wireless Internet"
"7404",781,"Internet"
"7405",781,"Essentials"
"7406",781,"Heating"
"7407",781,"TV"
"7408",781,"Kitchen"
"7409",781,"Wireless Internet"
"7410",782,"Cable TV"
"7411",782,"Internet"
"7412",782,"Essentials"
"7413",782,"Heating"
"7414",782,"TV"
"7415",782,"Kitchen"
"7416",782,"Wireless Internet"
"7417",783,"Cable TV"
"7418",783,"Internet"
"7419",783,"Hair dryer"
"7420",783,"Heating"
"7421",783,"TV"
"7422",783,"Kitchen"
"7423",783,"Wireless Internet"
"7424",784,"Internet"
"7425",784,"Hair dryer"
"7426",784,"Essentials"
"7427",784,"Heating"
"7428",784,"Kitchen"
"7429",784,"Wireless Internet"
"7430",785,"Internet"
"7431",785,"Dryer"
"7432",785,"Hair dryer"
"7433",785,"Iron"
"7434",785,"Essentials"
"7435",785,"Hangers"
"7436",785,"Wheelchair accessible"
"7437",785,"Heating"
"7438",785,"Washer"
"7439",785,"TV"
"7440",785,"Kitchen"
"7441",785,"Wireless Internet"
"7442",786,"Internet"
"7443",786,"Laptop friendly workspace"
"7444",786,"Hair dryer"
"7445",786,"Iron"
"7446",786,"Essentials"
"7447",786,"Hangers"
"7448",786,"Heating"
"7449",786,"Kitchen"
"7450",786,"Wireless Internet"
"7451",787,"Cable TV"
"7452",787,"Internet"
"7453",787,"Dryer"
"7454",787,"Laptop friendly workspace"
"7455",787,"Hair dryer"
"7456",787,"Iron"
"7457",787,"Essentials"
"7458",787,"Hangers"
"7459",787,"Heating"
"7460",787,"Washer"
"7461",787,"TV"
"7462",787,"Kitchen"
"7463",787,"Wireless Internet"
"7464",788,"Cable TV"
"7465",788,"Internet"
"7466",788,"Laptop friendly workspace"
"7467",788,"Hair dryer"
"7468",788,"Suitable for events"
"7469",788,"Essentials"
"7470",788,"Hangers"
"7471",788,"Heating"
"7472",788,"TV"
"7473",788,"Kitchen"
"7474",788,"Wireless Internet"
"7475",789,"Cable TV"
"7476",789,"Internet"
"7477",789,"Laptop friendly workspace"
"7478",789,"Hair dryer"
"7479",789,"Essentials"
"7480",789,"Hangers"
"7481",789,"Heating"
"7482",789,"TV"
"7483",789,"Kitchen"
"7484",789,"Wireless Internet"
"7485",790,"Internet"
"7486",790,"Essentials"
"7487",790,"Heating"
"7488",790,"Kitchen"
"7489",790,"Wireless Internet"
"7490",791,"Cable TV"
"7491",791,"Internet"
"7492",791,"Laptop friendly workspace"
"7493",791,"Hair dryer"
"7494",791,"Iron"
"7495",791,"Essentials"
"7496",791,"Hangers"
"7497",791,"Heating"
"7498",791,"TV"
"7499",791,"Kitchen"
"7500",791,"Wireless Internet"
"7501",792,"Internet"
"7502",792,"Laptop friendly workspace"
"7503",792,"Hair dryer"
"7504",792,"Iron"
"7505",792,"Essentials"
"7506",792,"Hangers"
"7507",792,"Heating"
"7508",792,"Washer"
"7509",792,"Kitchen"
"7510",792,"Wireless Internet"
"7511",793,"Internet"
"7512",793,"Essentials"
"7513",793,"Hangers"
"7514",793,"Heating"
"7515",793,"TV"
"7516",793,"Wireless Internet"
"7517",794,"Breakfast"
"7518",794,"Cable TV"
"7519",794,"Internet"
"7520",794,"Hair dryer"
"7521",794,"Essentials"
"7522",794,"Hangers"
"7523",794,"Heating"
"7524",794,"TV"
"7525",794,"Kitchen"
"7526",794,"Wireless Internet"
"7527",795,"Breakfast"
"7528",795,"Cable TV"
"7529",795,"Internet"
"7530",795,"Dryer"
"7531",795,"Laptop friendly workspace"
"7532",795,"Hair dryer"
"7533",795,"Iron"
"7534",795,"Essentials"
"7535",795,"Hangers"
"7536",795,"Heating"
